27,26.407,0.328,0.012420949
29,33.259,0.41,0.01232749
30,29.415,0.466666667,0.015864922
40,34.085,0.7,0.020536893
64,36.384,1.5,0.041226913
95,44.01133333,2.25,0.051123196
96,39.61,2.46,0.062105529
145,50.139,3.65,0.072797623
