200,162.7776,238.3912
400,350.9442,285.5888
600,582.8326,284.12
800,805.1282,282.6924
1000,1032.6924,321.3674
200,274.9032,390.7332
400,613.1278,401.4712
600,710.425,407.7216
800,989.9614,443.0096
1000,1193.8222,451.2784
200,346.1222,1200
400,494.6938,1438.3674
600,711.8368,1537.9592
800,974.694,1503.6734
1000,1268.5714,1502.0408
200,411.4286,741.2244
400,604.0816,1231.0206
600,870.408,1376.3266
800,1028.5714,1575.51
1000,1208.1636,1670.204
