625,48.85566667,0.69647621,-3,0.1
500,51.34333333,0.751274768,-5,0.1
375,55.72133333,0.777269223,-10,0.1
250,55.84566667,0.272157634,-13,0.1
125,56.91533333,0.433863394,-22,0.1
50,61.69166667,0.433557506,-30,0.1
