0.05,268.23425,3.18075,200
0.033333333,247.47225,3.71575,300
0.025,208.5388333,2.2955,400
0.02,166.66275,4.012875,500
0.016666667,157.1984,5.52848,600
0.014285714,150.8036,2.82312,700
0.0125,145.1091667,2.661166667,800
