wavelength,Big red-10x epiplan - 010-LCP,Big green-10x epiplan - 010-LCP,Big blue-10x epiplan - 006-LCP,Med red-10x epiplan - 010-LCP,Med green-10x epiplan - 022-LCP- 017,Med blue-10x epiplan - 002-LCP
170.6300659,0.182686187,0.142576205,0.111394017,0.129641417,0.116420846,0.071928708
171.1711884,0.200419727,0.125470018,0.091080797,0.125078699,0.087274886,0.084155299
171.7123413,0.179720576,0.136319186,0.084250635,0.117908552,0.105613143,0.073243014
172.2534943,0.193975646,0.1368,0.07391583,0.119205298,0.0884,0.080111087
172.7946472,0.203150912,0.137184832,0.09805141,0.119610282,0.095096287,0.084577114
173.3358612,0.190186622,0.143553735,0.090375341,0.119521912,0.099473376,0.091843154
173.8770599,0.198109244,0.138992354,0.083613445,0.114705882,0.099392276,0.087184874
174.4182892,0.178263612,0.138467522,0.087450074,0.127391213,0.103072734,0.074837082
174.9595337,0.176939655,0.140554354,0.08125,0.123275862,0.099862394,0.085991379
175.5007782,0.195387841,0.151390521,0.083647799,0.121593291,0.100665883,0.063312369
176.0420532,0.184457728,0.135807343,0.07557643,0.129376601,0.084484801,0.088385995
176.5833282,0.148736934,0.115772489,0.072952962,0.085148084,0.088745462,0.048127178
177.1246338,0.182754183,0.134458788,0.085800086,0.10982411,0.082025819,0.055770056
177.6659546,0.187394247,0.136823319,0.092428088,0.127326565,0.09815586,0.079526227
178.2072754,0.17987152,0.142605978,0.086295503,0.120770878,0.096698574,0.072591006
178.748642,0.185436071,0.139079334,0.070914479,0.117908552,0.094025465,0.068797629
179.2899933,0.185316879,0.135541009,0.080527086,0.110646308,0.089911436,0.068604894
179.8313751,0.191333473,0.130166932,0.088758635,0.127067197,0.087042925,0.067824995
180.3727722,0.187157895,0.120039683,0.093473684,0.116421053,0.080952381,0.069052632
180.9141693,0.193698456,0.140625,0.095157539,0.119264115,0.103837025,0.07062804
181.4556274,0.191192039,0.138988451,0.092102477,0.129155198,0.101354042,0.078763498
181.9970398,0.194526316,0.136708861,0.070315789,0.118315789,0.094839338,0.075789474
182.5384979,0.181779299,0.136848226,0.063088109,0.109709153,0.102345416,0.061377246
183.0799866,0.199045247,0.141359145,0.084474886,0.108966376,0.082879613,0.069946036
183.6214447,0.182088917,0.131764706,0.080833865,0.10976388,0.093333333,0.068921506
184.1629791,0.168327556,0.119014504,0.090337955,0.10160312,0.090204649,0.071923744
184.7044678,0.199151644,0.126690533,0.093955461,0.118981972,0.092283214,0.069777306
185.2460175,0.159756892,0.115717092,0.054916432,0.083568483,0.0978389,0.054699371
185.7875519,0.187121054,0.118751235,0.087810997,0.12920761,0.115984983,0.065649174
186.3291016,0.200890019,0.142857143,0.093028184,0.113795296,0.108071135,0.083068447
186.8707123,0.180820715,0.117635507,0.073293834,0.125960061,0.076197958,0.06122449
187.4122772,0.181384743,0.124331815,0.082296849,0.118988391,0.098792318,0.081467662
187.9539032,0.177209798,0.134209478,0.078807242,0.11544196,0.106332139,0.075399361
188.4955292,0.176850258,0.125024305,0.073580034,0.109079174,0.106552596,0.07616179
189.0371399,0.178830559,0.133280601,0.072769953,0.107981221,0.099861578,0.065300896
