,wavelength,test1_R_LL,test1_R_RR,test1_R_pp,test1_R_sp,test2_R_LL,test2_R_RR,test2_R_pp,test2_R_sp,test3_R_LL,test3_R_RR,test3_R_pp,test3_R_sp,test4_R_LL,test4_R_RR,test4_R_pp,test4_R_sp,test5_R_LL,test5_R_RR,test5_R_pp,test5_R_sp
20,3.4016064257028113e-07,0.034901917504581055,0.0008927363778680918,0.011733706890547762,0.006163348690166603,0.03016535309920949,0.0007831583157692647,0.010166242439105388,0.005311197045457573,0.0217073198532831,0.0005728723545494811,0.007336528716745563,0.0038097365017932625,0.00011018124190258848,6.921968725993092e-06,4.837286478435723e-05,1.5496517902824574e-05,0.033595867206526714,0.0008379898641177448,0.011251194329910993,0.005961945110352588
21,3.4216867469879515e-07,0.033642619249397133,0.0008388803545285763,0.011272556773738014,0.005969137718688915,0.026863319275099044,0.0006801589307762261,0.009024087348292886,0.004752158332662688,0.016952846563225807,0.00043839820618574534,0.005715842221017517,0.0029868778032689568,0.0006122194561516308,8.193047844937457e-06,0.00019361661449178504,0.00011977197186093968,0.035279631698682444,0.0008702622639074186,0.01180092688441468,0.006272729919450539
22,3.441767068273092e-07,0.031169293109424578,0.0007566991709651882,0.010407638300924938,0.0055574932781898454,0.02266234870170375,0.0005595701656373138,0.007588759421116498,0.004027755825182641,0.012059909204778082,0.00030689087410777085,0.00405957762158172,0.002131308840154466,0.0033619491175133622,6.296587616269634e-05,0.0010865977097011723,0.0006267352558951841,0.031600771078047145,0.000766320489065692,0.010549791181826104,0.005635624739965137
23,3.461847389558233e-07,0.027722946557460208,0.0006548184355434009,0.009224440983073314,0.004967628296513216,0.018010852285400107,0.00043420191771714257,0.006013576282558811,0.0032151731858662503,0.007602861756539198,0.00019203474655434682,0.002559206116227006,0.0013455440312565446,0.007594423998328306,0.00015118944182472883,0.0024696771665666836,0.0014019689566186055,0.02388750755634983,0.0005685695160200455,0.007958437676896711,0.004274271035959314
24,3.481927710843373e-07,0.023617245119801344,0.0005427561511571983,0.00783127642991196,0.004252724906788285,0.013368911341017763,0.00031553365953429654,0.004452903532175912,0.0023957661567062714,0.004028229021427389,0.00010280435070419535,0.001360573389668651,0.0007115395204939179,0.012234811044059412,0.00024727017195768866,0.003985427006850295,0.0022530250520154276,0.014614064296501505,0.00034343322157086515,0.004864066306174493,0.002620947863753914
25,3.502008032128514e-07,0.019202154769137413,0.00042973461162131276,0.006346512490617206,0.0034739392397159633,0.009145014154056129,0.00021234952672479992,0.0030412355657485177,0.0016436756136732496,0.0015861672246641038,4.274374295346727e-05,0.0005426832628113579,0.0002772679663995381,0.016202533316718302,0.0003270193922853596,0.005277265131437106,0.002984266977538489,0.006488464262339552,0.00015383983155446235,0.0021655933769992404,0.0011618394405363724
26,3.5220883534136546e-07,0.014824206805365437,0.00032368543017631307,0.004885162565356603,0.0026934556017992077,0.005642434443602737,0.00012997672401287924,0.001876211203891133,0.0010156191916026861,0.00030401929704896116,1.0314463624945279e-05,0.00011070510552585907,5.063686318389046e-05,0.01866816771767748,0.00037322661573239123,0.006073921052873828,0.0034436262311798886,0.0014482197609731874,3.775118788890694e-05,0.0004931190210368856,0.0002547910319766451
27,3.542168674698795e-07,0.010788058775960731,0.0002305543872114228,0.0035464141676690582,0.001967394730033678,0.0030249738310523864,7.015974008310021e-05,0.0010084624071182995,0.0005438403432765243,6.903319302146702e-06,8.717119850529974e-08,4.183611748216848e-06,2.1347343799695723e-06,0.019207219989879898,0.00037864692055346105,0.006239414313480777,0.0035510379821532306,3.937114585919281e-06,1.488976837450279e-07,3.4918373289067543e-06,1.4035810553386164e-06
28,3.5622489959839355e-07,0.007324584283537181,0.00015395555766246024,0.0024037285602752393,0.001339584611392005,0.0013084294150544267,3.149448240586191e-05,0.0004399873837227,0.00023366801262741132,0.00037775500284864614,4.428997912333206e-06,0.00011756407110019744,7.513661988323018e-05,0.017840168459315298,0.00034607529895492624,0.005784831027738551,0.0033067848695660265,0.001264316677192592,1.9026606037011655e-05,0.00039906458595785345,0.00024345153462647774
29,3.582329317269076e-07,0.004570289595263425,9.516911708118365e-05,0.001498897116263458,0.0008372043575369778,0.0003786413315934374,1.0268303454855833e-05,0.00013097815740318916,6.611083737302772e-05,0.0010399274755669285,1.5302801864229882e-05,0.00032740194228208515,0.00020086710711705728,0.014973936359828667,0.00028598487322457775,0.0048470590176641175,0.0027823896668820285,0.003574775623089558,6.01502341128425e-05,0.0011395465827678552,0.000677391946911276
30,3.6024096385542164e-07,0.0025612216432086337,5.343178311773331e-05,0.000840863666396166,0.00046904959568454284,3.117224656668668e-05,1.5118421243086285e-06,1.3276131312614878e-05,4.745529420627665e-06,0.0016425425736759185,2.5836724763925397e-05,0.0005198908557500053,0.0003143176147801084,0.011269502987922989,0.0002127369194963147,0.003643450253847056,0.0020979325052446307,0.005355106291921071,9.290670638456421e-05,0.0017128295150096247,0.001010116241818042
31,3.622489959839357e-07,0.0012420031920756611,2.643778031235963e-05,0.00040932034696189944,0.00022669045388937342,2.3578789532464445e-05,6.64727784318121e-08,7.45406969795218e-06,5.2866881407261456e-06,0.0019318737388932068,3.142001032217337e-05,0.0006134342465163791,0.0003679119338240548,0.007466032286890541,0.00014054918645848416,0.0024134669000613353,0.0013905056368820196,0.005712361451914422,0.00010079859476699362,0.0018309166450000353,0.0010747329346258666
32,3.642570281124498e-07,0.0004879187189209842,1.0953351672391508e-05,0.00016227055697507292,8.824398502240962e-05,0.00012994154163028599,1.5003421048147884e-06,4.022014858528227e-05,2.5894657769924482e-05,0.0017981736844387,3.0205214343429148e-05,0.0005729926753478834,0.00034083317906555543,0.004200026540510673,8.025910901716653e-05,0.0013604849854361402,0.0007803922044561372,0.004633375167286651,8.372144389360528e-05,0.0014894893243602063,0.0008685618322032222
33,3.662650602409638e-07,0.00013587150856771005,3.448354829195954e-06,4.615241588831534e-05,2.4031736200641754e-05,0.00018858190964831078,2.7559814324948607e-06,5.930998433398468e-05,3.646210006688458e-05,0.0012934381047759152,2.302028190397199e-05,0.0004149247309870915,0.00024303878595629833,0.0018640051380852463,3.7538793003884054e-05,0.0006078747051291065,0.000343421711944415,0.002783272277786016,5.3085222686194e-05,0.0009007236817966642,0.0005173400753883306
34,3.682730923694779e-07,1.9047249778069876e-05,6.615309240833532e-07,6.866097648282498e-06,3.1566037042944544e-06,0.00013655947892675564,2.4715986173565637e-06,4.3919322118446545e-05,2.5594105361186138e-05,0.0006200606925399481,1.279514089177039e-05,0.00020252568610953906,0.00011378599099406343,0.0005432631428133115,1.2744489000746081e-05,0.00018073369059258695,9.74970391671436e-05,0.0010605939629210253,2.346678166984728e-05,0.0003497433664578226,0.00019232364387048435
35,3.7028112449799196e-07,2.905216235055497e-07,3.7595175007817684e-08,1.472744299771198e-07,2.990674872756241e-08,2.7365052553443114e-05,9.75703184871646e-07,9.657425626858166e-06,4.508125693035718e-06,9.335841141787576e-05,3.6735456089272333e-06,3.348114776683785e-05,1.5021914409421192e-05,4.727320961173892e-05,2.148187948822011e-06,1.740509967374855e-05,7.32945164916071e-06,0.00011946291945799938,5.067114457613007e-06,4.341532353108679e-05,1.8861887210948678e-05
36,3.72289156626506e-07,1.6937962645358187e-07,6.171424906297984e-14,6.285229739153991e-08,4.2293992921867467e-08,3.048549616351172e-05,2.526484311456593e-09,7.751623035950958e-06,7.483614351102067e-06,8.35441332097064e-05,7.518487986587859e-09,2.1264859256359473e-05,2.049270247892552e-05,2.2070085293483695e-05,2.37915012048525e-09,5.672227102529692e-06,5.403848810824897e-06,7.38850398775228e-05,7.263014247036713e-09,1.8869599957687563e-05,1.8107780009098284e-05
37,3.7429718875502005e-07,1.6958621684453275e-05,4.904625262537209e-08,4.82023105592738e-06,3.7972095641857118e-06,0.0004131877531542281,2.208734367864073e-06,0.00011878928778252562,8.878740755949654e-05,0.0009456139961717917,5.421736773073704e-06,0.00027331626742285405,0.00020205977901522156,0.00010609362083449091,7.775965762974587e-07,3.1540280662474455e-05,2.2189191750614875e-05,0.0005163223662693638,3.2929493986508056e-06,0.00015078070263425136,0.0001093449388962316
38,3.763052208835341e-07,0.00013690372576007773,6.977604846937207e-07,3.9455516491573625e-05,2.9528313107185482e-05,0.0015063663410505618,1.0588282019643421e-05,0.0004417549841186645,0.0003162858866186093,0.00294848571697715,2.209665287229707e-05,0.0008695516169033306,0.0006154086217693305,8.415032409114059e-05,9.784888153963454e-07,2.648502691136302e-05,1.6758662036565927e-05,0.0008276970636741224,7.166545714316397e-06,0.0002480404284060198,0.00017032066173857906
39,3.7831325301204814e-07,0.000533967070467443,3.275464192021691e-06,0.00015524856497139297,0.00011346828535111381,0.0036580576166718674,2.788267638906438e-05,0.0010796254562343618,0.000762329426510962,0.006216251487037434,5.0363013185890373e-05,0.0018450428347754906,0.0012877917811858024,8.712678799020105e-07,1.389825819804456e-07,1.4016860115381228e-06,7.912347364635527e-08,0.0006193517742765065,6.355336885570983e-06,0.0001893516832508865,0.00012515481129716144
40,3.803212851405622e-07,0.0014588836486587832,9.640129089092284e-06,0.00042592283840109916,0.00030804468185853073,0.007180315055310454,5.607111215788085e-05,0.0021233419400220155,0.001492976683027471,0.010693080212517697,8.863847584936183e-05,0.0031801531484935445,0.0022102997680323376,0.0002079098771829596,8.517433937627333e-07,5.971168920889793e-05,4.555963085125835e-05,0.00010381697793720097,1.7180736712211546e-06,3.506464681887625e-05,1.972831317362206e-05
41,3.823293172690763e-07,0.0032179898646763467,2.1845312891011425e-05,0.0009408865572195636,0.0006779003765022884,0.012297083568637013,9.60028702988361e-05,0.0036364586920370257,0.0025571077754409843,0.016138582002596064,0.00013367978340098126,0.0047999396634455715,0.003336244948959165,0.001331700041339566,7.933345884447228e-06,0.00038623209770435326,0.00028370910262325716,0.00022985132099563482,7.711496863836082e-07,6.576377304453523e-05,5.1023246616480136e-05
42,3.843373493975903e-07,0.006143162711885571,4.1806298967453996e-05,0.0017960197056875794,0.0012939240467134034,0.019101616777448083,0.00014720743881067785,0.005642932671016644,0.003977249463116484,0.022153495384980654,0.00018107940557296034,0.006582580298215271,0.0045857997706965125,0.0041609862045727634,2.7011907214580317e-05,0.0012123799625447782,0.0008800698540547416,0.0024907715874119326,1.5002168389510163e-05,0.000722264594799506,0.0005301858629213409
43,3.863453815261044e-07,0.01055540170648351,7.100416108954696e-05,0.0030828310327721715,0.002225750764036325,0.02753100296845275,0.0002078903029344655,0.008120155650459282,0.005743797391145209,0.028228851110837616,0.00022590835031595046,0.008374660792049212,0.005855586003159943,0.009469531919611572,6.291922603534918e-05,0.002763064314136866,0.001998952928759177,0.008415991350694091,5.51564503207526e-05,0.00245311578637104,0.0017786953651088607
44,3.8835341365461845e-07,0.016725945560376154,0.00011025726882315105,0.0048771571666455776,0.003533519631086513,0.037362272263859096,0.00027509786366492644,0.010998393809708058,0.007813699353342807,0.033807757957232794,0.0002633980888003239,0.010010042281207705,0.00703101751151122,0.01781030058155304,0.00011826957122775363,0.005196379904587161,0.0037601789096209795,0.018899358716078753,0.0001263762669655978,0.005517206896366869,0.003987661641045738
45,3.903614457831325e-07,0.02483993792758291,0.00015957876241068353,0.007228844544709854,0.005259962385161021,0.04823005543524614,0.0003450160798256721,0.014166503199944728,0.010113701025492373,0.03834873545967803,0.0002895623953266859,0.011329002944768655,0.007999118037795325,0.029335386753239358,0.00019252718608931825,0.008551865989171594,0.006200332142888733,0.03365270441656992,0.00022502073395045668,0.009825662967080543,0.007101086899585216
46,3.9236947791164655e-07,0.03496802046829637,0.00021812719914913217,0.010153907167576174,0.007424021148599028,0.05966128647397185,0.00041335562700891675,0.017482534662074223,0.012547266091809785,0.041382409493785875,0.00030168040070693234,0.012195198477261542,0.00866013813177304,0.0436974040514003,0.00028173280203575425,0.012722988775940679,0.009250798996085394,0.051066579803777844,0.0003383097050008329,0.014903008869752614,0.010784651296729795
47,3.943775100401606e-07,0.047050432855806866,0.00028424713440867305,0.013630387647961652,0.010017055233474043,0.07111946901431933,0.00047577191867593626,0.020787032399861197,0.015003603690225641,0.0425575997483195,0.0002985902766667033,0.012509205630028428,0.00893719527563984,0.06006450131988063,0.0003789101377287018,0.01746254475886472,0.01273999718987076,0.06855151143311401,0.00044692600260889026,0.019987519531704703,0.014496935565287328
48,3.9638554216867464e-07,0.06089619867026805,0.00035558777712808897,0.01759856483716582,0.01300227748195384,0.0820503732483859,0.0005282705608836811,0.023916677022970883,0.017367063007885698,0.041676520788413086,0.0002807736111429138,0.012218486650434148,0.00878394900556435,0.07724054500191137,0.00047503869370429355,0.022418212133716035,0.016418303927179027,0.08316873019685067,0.0005297496111834101,0.02421630130311075,0.01762174988410853
49,3.983935742971887e-07,0.07619720822621137,0.0004292816362753332,0.021965374912601657,0.016317451039894362,0.0919225309231382,0.0005675563358008376,0.02671636704630121,0.019525464709091077,0.038720830052049196,0.0002502392704959096,0.011324221734282899,0.008190734314769977,0.09384600235248335,0.0005603832637613448,0.027185515532299233,0.019996107216358274,0.09226175347395923,0.0005692874701302466,0.026813011429875733,0.01959872361105322
50,4.004016064257028e-07,0.09255425600872368,0.000502161491800201,0.026612159969836305,0.0198802526139798,0.10025865197679526,0.0005912948746470214,0.029048615760272446,0.021376538333663736,0.033870262522953144,0.0002102390624336172,0.009885516335890451,0.007189533032084577,0.10850292020425345,0.0006259259460932605,0.03136219637981516,0.023182577290809574,0.09391611791300652,0.0005562456077863888,0.027227364268276294,0.020015868954488838
51,4.0240963855421686e-07,0.10951015668301836,0.0005709930124531108,0.031404344826113435,0.023595254510032894,0.10665700491818574,0.000598268954395613,0.03079996006012822,0.022832280036166438,0.027513887680432336,0.00016486378979237875,0.008021084472579338,0.005857726042983757,0.1199814763508929,0.0006646533944347802,0.03459190881123401,0.025715857596672952,0.08725782925279531,0.0004920327573956766,0.02522552509338291,0.018669629661753867
52,4.044176706827309e-07,0.12658443487740872,0.0006327015879297162,0.0362014933649928,0.02736131308111002,0.11080407126870845,0.0005884241641230219,0.03188471308778922,0.023821549998188096,0.02025127503740982,0.00011857654675323188,0.00590782092719827,0.004319888108628831,0.1272927211287958,0.0006725011267580695,0.036592617212989204,0.02738150113047362,0.07270098625480695,0.00038862431549893417,0.020958347652875225,0.015620355705091425
53,4.0642570281124495e-07,0.14330475506994414,0.0006845749599385218,0.040866400487042744,0.03107828286038444,0.11248105746248649,0.0005628101881558233,0.03224675256785569,0.02429151121654904,0.012878010073203272,7.57406569617277e-05,0.003774960602422911,0.002746180103750502,0.12973639508483703,0.0006488325670421835,0.037171716909478195,0.028021499031457876,0.05222193125556007,0.00026593811508103044,0.015027026244885257,0.011262414981643784
54,4.08433734939759e-07,0.15923180963275532,0.0007244274561336144,0.045272314480466584,0.03465231403494277,0.11156717267355823,0.0005234331957503604,0.03186013749543592,0.024208578118560246,0.006348331318787292,4.019361681988812e-05,0.0018921185334356309,0.001345458685664994,0.12692560811068787,0.0005964161242198813,0.0362334649085532,0.027539176673287404,0.029584801161668447,0.00014748085610359436,0.008526982604688572,0.0063910662313668995
55,4.104417670682731e-07,0.17397622342217298,0.0007507164730792124,0.04930789426857302,0.037999403114172874,0.10804220257354187,0.00047304127230674307,0.030729255786922774,0.023559447984525046,0.0017086710450124624,1.4907468528226065e-05,0.0005498027018357914,0.00035142220125674244,0.11881154907958093,0.0005209436973901087,0.03378478813046941,0.025905489163919562,0.010221533593472592,5.537944182126151e-05,0.0029941526820184312,0.002194203361680227
56,4.124497991967871e-07,0.18720764915084492,0.0007626067914580547,0.052879948255064244,0.0410472342708358,0.10199009239233013,0.00041486830938555297,0.028888997463217103,0.022352590159641358,8.422428236680028e-07,1.762140969278343e-06,3.231463451460465e-05,1.2571138530634177e-06,0.10572470837276635,0.0004301970172448352,0.029943878419535455,0.023170601777319066,0.0003405533636711807,5.960236008910035e-06,0.00014623500972435184,6.42007065951949e-05
57,4.144578313253012e-07,0.19865732901377672,0.0007599829026604733,0.05591430040300215,0.04373560260879263,0.09360418984699381,0.0003523624332340528,0.026405174117581857,0.02062031131839561,0.0021425569164814405,1.4434270107390743e-06,0.000585288695431015,0.0005083713682156689,0.08843694992415173,0.00033300735073792256,0.0249528942405098,0.019481685481678435,0.005114658398502488,6.808794182462655e-06,0.0013865299512585267,0.0011876949537896178
58,4.1646586345381526e-07,0.2081159290933182,0.0007434134577005157,0.05835527250702842,0.04601583478515122,0.0831935971696569,0.0002889232701593309,0.02337509508283571,0.01842122433692599,0.008803630304946738,1.3463162172648979e-05,0.0023828573868402703,0.0020333883308656926,0.06823168929126787,0.00023816712890586516,0.019191715967606326,0.015103706772084807,0.026600319680168932,5.5823177481851255e-05,0.007249035407633794,0.006060301989516189
59,4.184738955823293e-07,0.21542851851262773,0.0007140750110541452,0.060164289598601574,0.047849638836033256,0.07118881130105467,0.00022766865323098093,0.019927882907583815,0.015842639649414174,0.02030400729947202,3.628720156565955e-05,0.005501349563812901,0.004659540499072682,0.04694788982769342,0.00015344088600370893,0.013184183217239711,0.01043474050615654,0.06270710333012965,0.0001422846481813203,0.01713407308584129,0.014235714261783293
60,4.2048192771084336e-07,0.22048833419900882,0.0006736443261692069,0.06131805459364614,0.04920776158645992,0.05814359894363014,0.00017124638199974835,0.01622379416895187,0.013002096142956736,0.03655954391513785,6.754786955166053e-05,0.009906217294617764,0.008378713508682467,0.02694247551846035,8.479253312035354e-05,0.007582882389611107,0.006002125284608662,0.10803547476985252,0.0002495270495141959,0.02954468027146134,0.02450802712607979
61,4.2248995983935743e-07,0.22323060505369505,0.0006241696317589903,0.06180664196225451,0.05006874559001108,0.044729077487791355,0.00012170098567463304,0.012451563992594112,0.010047005580146158,0.05709108142433344,0.00010431213027266897,0.01545601868754799,0.013092070039756822,0.010908919740887037,3.5903457035550334e-05,0.0031169711633437457,0.0024239079827563692,0.15597014842096407,0.00035848755035401594,0.04265441667307895,0.03539082341427522
62,4.2449799196787145e-07,0.2236273219301433,0.0005679314379616723,0.06163175902100439,0.050417985308620926,0.031715624870890906,8.039970229264834e-05,0.00882271017086555,0.007151289581843025,0.08109490670124828,0.00014337483925983403,0.021922639821693363,0.01862511569962231,0.001518215058616189,8.009028275119707e-06,0.000495134669039247,0.0003265782136595065,0.2006297786481441,0.00045132452411824746,0.054833929556859076,0.0455664944186033
