,wavelength,big_blue_R_LL,big_blue_R_RR,big_blue_R_pp,big_blue_R_sp,med_blue_R_LL,med_blue_R_RR,med_blue_R_pp,med_blue_R_sp
83,5.785234899328859e-07,0.006502622722584333,3.332604528237681e-05,0.0014229594185406515,0.0017445881160516622,0.004735491017184184,6.173779869560311e-05,0.0007281707302245178,0.0014696233901281544
84,5.818791946308725e-07,0.005931638372733638,3.200125014449077e-06,0.0013057595625438367,0.0015204024139352514,0.005390336635575149,7.347417068290922e-05,0.0008187059166268122,0.0016805766420954088
85,5.85234899328859e-07,0.003181649965066554,6.515928771998198e-06,0.0007228989200695487,0.0007676189412177054,0.005704605939813098,8.127597040218012e-05,0.000855597588211075,0.0017868880154855392
86,5.885906040268456e-07,0.0006093521928271796,3.892751287153672e-05,0.00017387905867968236,0.00012714451012765224,0.005671137140061809,8.437990339697147e-05,0.0008398275722879885,0.0017847180549626638
87,5.919463087248322e-07,0.00010815484077974171,7.233754665991321e-05,5.937611136959826e-05,6.428831352464133e-05,0.0053233662961134015,8.261472070613006e-05,0.0007783270730574437,0.0016830399626070974
88,5.953020134228188e-07,0.0016883629035687176,7.953465503973543e-05,0.0003828162927342599,0.000526400571018765,0.004724525384322217,7.636861835066551e-05,0.0006820183379065411,0.0015005254490229086
89,5.986577181208053e-07,0.0037721405192162045,5.5680028453999535e-05,0.000815129835298935,0.0010651075452774357,0.0039559225102518076,6.649712365914905e-05,0.00056387102718477,0.0012620230717120097
90,6.020134228187919e-07,0.004650785746947909,2.029352726250311e-05,0.001000041848617123,0.0012426548257923374,0.003105582454538086,5.4189364722450096e-05,0.0004371549263000438,0.0009950376689909942
91,6.053691275167785e-07,0.0037469891848788033,4.963429292338731e-07,0.0008162333656018417,0.0009502971669581208,0.002258228452131697,4.081265489697724e-05,0.0003140104700588794,0.000726538764921718
92,6.087248322147651e-07,0.0018359417010658475,1.0210046757172104e-05,0.0004226435706476574,0.00043165544594777163,0.0014872949850644665,2.775479831479571e-05,0.00020440672454799584,0.0004803404792456405
93,6.120805369127516e-07,0.00030238678405523233,4.103511020968952e-05,0.00010397474617817288,5.9807576927238694e-05,0.0008493730372538963,1.6280960953840332e-05,0.00011551072242739572,0.000275206417017579
94,6.154362416107382e-07,9.845622558513932e-05,7.000776968857699e-05,5.570736569536739e-05,6.0472581888148634e-05,0.0003812079923169892,7.418004375328547e-06,5.145160573381643e-05,0.00012374316466422328
95,6.187919463087248e-07,0.0011527032990139273,7.681334614207946e-05,0.0002641008041492496,0.00037666651083667136,9.911175321786841e-05,1.8745182894241238e-06,1.3429171444471756e-05,3.206132159810996e-05
