0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
54.1334228515625,52.52899169921875,51.46368408203125,50.39154052734375,50.39154052734375,50.39373779296875,50.93310546875,49.86083984375,49.321533203125,50.38726806640625,51.45703125,50.38067626953125,50.90673828125,51.9715576171875,54.1217041015625,54.67047119140625,54.679931640625,64.83221435546875,58.89044189453125,55.12939453125,54.595458984375,56.2049560546875,55.66845703125,56.19976806640625,57.26751708984375,55.663330078125,55.6607666015625,57.251708984375,59.91156005859375,62.57861328125,64.193603515625,66.90350341796875,61.05633544921875,50.3675537109375,48.22650146484375,47.68341064453125,49.81988525390625,51.4256591796875,54.10272216796875,54.63958740234375,56.25262451171875,57.339111328125,57.3662109375,49.36700439453125,48.8453369140625,53.14776611328125,58.51116943359375,60.1153564453125,62.8077392578125,71.3814697265625,80.99755859375,76.67132568359375,75.56353759765625,78.22735595703125,78.75799560546875,63.72686767578125,55.68096923828125,53.53472900390625,54.0638427734375,55.66845703125,55.66845703125
51.4481201171875,50.38287353515625,50.3851318359375,50.3851318359375,50.92218017578125,51.46368408203125,50.3958740234375,49.8587646484375,49.8544921875,50.38726806640625,50.38726806640625,49.8458251953125,50.90673828125,53.04541015625,54.1263427734375,53.60552978515625,52.54241943359375,62.69744873046875,59.43243408203125,54.595458984375,55.13189697265625,56.2049560546875,56.7388916015625,57.26751708984375,56.7310791015625,56.19464111328125,57.2596435546875,57.2491455078125,60.4478759765625,62.58740234375,64.7479248046875,64.25238037109375,53.57763671875,47.69171142578125,47.685546875,49.2852783203125,50.89117431640625,52.499267578125,53.57293701171875,55.18121337890625,57.8660888671875,57.88372802734375,57.37841796875,50.4464111328125,49.92889404296875,55.84185791015625,64.4244384765625,70.3138427734375,75.6715087890625,85.82623291015625,84.19085693359375,76.65496826171875,78.21368408203125,72.82159423828125,58.34320068359375,53.52978515625,52.99822998046875,54.06884765625,55.66845703125,56.19720458984375,56.19720458984375
51.4437255859375,50.913330078125,51.45257568359375,53.5963134765625,51.454833984375,50.92218017578125,49.852294921875,49.852294921875,50.38726806640625,51.45928955078125,49.8502197265625,49.84161376953125,50.9044189453125,53.5823974609375,54.1287841796875,52.00311279296875,52.5469970703125,61.63116455078125,57.82763671875,55.1343994140625,56.2049560546875,56.741455078125,56.7388916015625,57.26751708984375,57.79608154296875,57.257080078125,57.251708984375,58.313720703125,59.91436767578125,62.0626220703125,64.2320556640625,56.2452392578125,48.76336669921875,47.15283203125,48.2138671875,51.4256591796875,50.8956298828125,51.97381591796875,53.5823974609375,55.19091796875,56.80206298828125,57.89117431640625,62.2186279296875,52.06787109375,53.6964111328125,59.06793212890625,71.93701171875,76.20654296875,79.39349365234375,82.04266357421875,78.2713623046875,78.25457763671875,78.1859130859375,62.610595703125,54.04656982421875,52.9837646484375,53.52740478515625,54.59783935546875,55.12689208984375,56.18951416015625,56.1868896484375
53.040771484375,53.05010986328125,52.51763916015625,52.515380859375,50.90673828125,50.90673828125,50.90899658203125,50.913330078125,51.98968505859375,50.3851318359375,49.31097412109375,49.83941650390625,51.43914794921875,54.65631103515625,54.67047119140625,51.472412109375,52.5491943359375,61.63116455078125,57.83282470703125,55.67340087890625,57.27801513671875,57.8145751953125,58.34588623046875,58.87176513671875,58.324462890625,58.319091796875,58.313720703125,59.380859375,60.98699951171875,62.0740966796875,59.97198486328125,49.82861328125,47.1549072265625,46.61199951171875,48.21173095703125,50.35882568359375,50.9044189453125,51.4503173828125,51.98968505859375,54.668212890625,55.739990234375,56.82891845703125,59.012939453125,56.9019775390625,57.44915771484375,63.35833740234375,71.93408203125,72.98101806640625,71.860107421875,76.13043212890625,78.274658203125,83.0687255859375,78.71966552734375,59.9227294921875,52.95928955078125,52.432861328125,54.04656982421875,53.5177001953125,55.1192626953125,56.18170166015625,57.2491455078125
54.10748291015625,53.5823974609375,51.97613525390625,51.4346923828125,51.427978515625,51.96246337890625,52.50390625,51.9783935546875,51.4503173828125,49.8458251953125,49.3067626953125,49.83721923828125,51.97613525390625,54.66107177734375,54.140380859375,50.94171142578125,53.0887451171875,63.76910400390625,58.36700439453125,57.28314208984375,57.817138671875,58.88787841796875,58.8824462890625,59.40826416015625,59.9310302734375,59.3863525390625,59.38360595703125,60.4534912109375,61.529052734375,61.54888916015625,53.02679443359375,47.15283203125,46.0792236328125,46.60784912109375,48.21173095703125,49.28961181640625,49.84161376953125,49.8544921875,50.3958740234375,52.00311279296875,53.072998046875,54.15655517578125,60.633544921875,59.577392578125,61.1986083984375,63.888916015625,66.569091796875,68.6856689453125,67.5704345703125,75.06787109375,72.9326171875,88.42718505859375,78.17193603515625,55.09112548828125,52.41082763671875,52.415771484375,52.43048095703125,52.97393798828125,54.577880859375,56.176513671875,56.70751953125
53.5682373046875,51.4324951171875,50.8956298828125,51.4234619140625,53.02203369140625,54.09307861328125,56.2476806640625,53.05010986328125,49.84161376953125,48.769775390625,49.30242919921875,49.83502197265625,52.51312255859375,55.73760986328125,53.61236572265625,52.01849365234375,59.51318359375,66.4381103515625,58.8984375,58.35382080078125,59.42449951171875,59.42449951171875,59.95574951171875,63.15576171875,62.0740966796875,64.2054443359375,61.529052734375,60.9954833984375,61.53753662109375,60.48681640625,50.35662841796875,46.08123779296875,45.54248046875,46.0711669921875,47.6771240234375,47.685546875,48.77398681640625,48.25360107421875,48.79901123046875,49.8714599609375,50.4044189453125,52.55810546875,62.2418212890625,63.327880859375,63.8760986328125,62.82025146484375,64.9677734375,69.22930908203125,68.6400146484375,70.25006103515625,67.5789794921875,85.73492431640625,79.24969482421875,55.6246337890625,52.40093994140625,51.33892822265625,51.88934326171875,52.432861328125,54.03912353515625,56.1712646484375,56.7022705078125
51.427978515625,50.8934326171875,50.888916015625,51.4188232421875,54.0906982421875,55.7059326171875,54.649169921875,50.37640380859375,48.77191162109375,48.769775390625,48.76763916015625,50.90673828125,53.58929443359375,55.74481201171875,53.08203125,51.48553466796875,62.7191162109375,67.50067138671875,59.96649169921875,59.96380615234375,60.50048828125,60.50048828125,61.0372314453125,64.24072265625,66.90655517578125,65.29046630859375,63.1470947265625,61.009521484375,60.478515625,58.89044189453125,48.7528076171875,46.083251953125,45.0096435546875,45.54046630859375,46.60986328125,47.15283203125,47.7021484375,47.18121337890625,49.8714599609375,47.728515625,49.3382568359375,55.2520751953125,67.6153564453125,68.69403076171875,68.7080078125,61.75140380859375,66.0362548828125,70.291015625,64.88525390625,64.887939453125,68.1109619140625,83.5955810546875,72.80511474609375,54.5499267578125,51.86260986328125,51.8699951171875,51.88458251953125,52.427978515625,54.0316162109375,56.16607666015625,56.69964599609375
49.81988525390625,49.817626953125,50.34991455078125,53.55877685546875,55.16912841796875,55.18121337890625,51.980712890625,49.308837890625,48.23907470703125,48.77191162109375,49.30462646484375,50.91119384765625,54.131103515625,55.751953125,53.62152099609375,54.16119384765625,68.595947265625,66.41754150390625,62.11077880859375,61.5767822265625,61.57952880859375,60.516845703125,59.9959716796875,65.8892822265625,73.37506103515625,74.96649169921875,65.305419921875,61.55731201171875,59.95294189453125,58.36175537109375,48.75701904296875,46.08721923828125,45.01556396484375,45.54840087890625,45.54443359375,46.083251953125,46.628173828125,46.6402587890625,46.648193359375,49.33203125,49.87554931640625,67.080078125,72.9840087890625,72.98687744140625,69.24615478515625,58.53216552734375,67.6318359375,65.98797607421875,60.06329345703125,60.60076904296875,67.56475830078125,81.97210693359375,62.068359375,54.54473876953125,52.39349365234375,51.86505126953125,51.34368896484375,52.420654296875,54.02655029296875,56.1634521484375,56.69696044921875
49.817626953125,49.81536865234375,51.4188232421875,53.02679443359375,55.17877197265625,53.58477783203125,51.45257568359375,48.77813720703125,48.2410888671875,48.23907470703125,49.308837890625,51.99188232421875,54.679931640625,55.763916015625,54.69622802734375,58.9732666015625,70.72393798828125,69.6248779296875,65.8658447265625,64.26373291015625,61.59320068359375,58.39801025390625,55.20770263671875,52.0074462890625,55.2288818359375,75.5404052734375,76.5914306640625,69.072265625,62.63348388671875,59.96917724609375,49.2960205078125,46.09320068359375,45.55828857421875,45.55621337890625,45.5523681640625,45.01556396484375,45.55621337890625,45.562255859375,46.6402587890625,47.71844482421875,53.095458984375,70.84051513671875,74.60125732421875,77.28607177734375,66.03887939453125,65.4981689453125,66.00958251953125,60.6185302734375,58.458251953125,58.99078369140625,67.01861572265625,77.6728515625,59.919921875,55.080810546875,52.931884765625,51.86749267578125,51.87725830078125,51.88458251953125,53.4903564453125,56.69964599609375,57.23583984375
49.2808837890625,50.88665771484375,51.9578857421875,54.10748291015625,55.1885986328125,52.52447509765625,49.852294921875,48.7823486328125,48.24322509765625,48.77813720703125,50.389404296875,53.07745361328125,55.2359619140625,55.242919921875,56.84344482421875,59.5054931640625,64.84356689453125,74.46575927734375,73.92523193359375,71.24237060546875,62.6810302734375,56.8118896484375,49.86932373046875,47.738525390625,47.7445068359375,49.8861083984375,56.3060302734375,77.6728515625,76.577880859375,66.3997802734375,48.77191162109375,46.6341552734375,46.10113525390625,45.562255859375,45.56024169921875,45.02325439453125,45.56024169921875,45.562255859375,46.63818359375,49.3258056640625,65.46099853515625,78.384521484375,77.843017578125,78.9134521484375,74.62530517578125,76.7540283203125,68.1448974609375,62.76934814453125,61.151123046875,59.53076171875,67.55328369140625,72.84765625,59.391845703125,55.09112548828125,52.9443359375,52.41082763671875,51.88214111328125,52.420654296875,54.029052734375,56.70489501953125,56.70489501953125
49.817626953125,50.888916015625,51.96246337890625,53.57763671875,53.5916748046875,51.994140625,49.3194580078125,48.24737548828125,48.24530029296875,49.3173828125,51.46807861328125,54.16351318359375,54.71453857421875,57.927978515625,59.5106201171875,56.284423828125,53.0751953125,53.61700439453125,57.90106201171875,68.5928955078125,70.19281005859375,57.8936767578125,51.4876708984375,49.35687255859375,47.21685791015625,47.2130126953125,49.88397216796875,55.23126220703125,77.6728515625,75.51708984375,51.98736572265625,47.1732177734375,47.7103271484375,45.56414794921875,45.562255859375,45.562255859375,45.562255859375,45.56414794921875,47.71234130859375,53.0887451171875,72.98992919921875,78.92291259765625,78.38763427734375,76.24029541015625,79.98370361328125,79.9249267578125,73.47650146484375,70.2647705078125,69.195068359375,67.5789794921875,67.55615234375,64.2667236328125,57.8040771484375,55.1116943359375,52.96417236328125,52.423095703125,51.88702392578125,52.425537109375,54.56781005859375,56.71014404296875,57.2464599609375
49.82421875,49.82421875,51.4346923828125,53.05010986328125,53.0615234375,50.92645263671875,48.7864990234375,48.7864990234375,48.24945068359375,49.32373046875,52.01409912109375,55.24755859375,58.468017578125,63.26727294921875,57.34661865234375,51.994140625,49.3258056640625,47.18927001953125,48.26373291015625,52.01409912109375,58.43841552734375,58.97576904296875,51.494140625,49.36090087890625,47.75836181640625,47.21490478515625,47.738525390625,49.3382568359375,55.2288818359375,64.8519287109375,55.20770263671875,48.24530029296875,46.63818359375,46.09918212890625,46.09722900390625,46.09918212890625,45.56414794921875,46.1031494140625,48.25555419921875,64.92047119140625,72.992919921875,75.6898193359375,76.7786865234375,69.80377197265625,68.16986083984375,71.33740234375,68.63128662109375,64.87701416015625,69.1717529296875,75.07110595703125,73.44854736328125,62.6810302734375,55.68359375,54.60040283203125,52.9837646484375,52.435302734375,53.49542236328125,52.425537109375,54.57025146484375,57.78277587890625,57.78277587890625
