,wavelength,big_blue_R_LL,big_blue_R_RR,big_blue_R_pp,big_blue_R_sp,big_green_R_LL,big_green_R_RR,big_green_R_pp,big_green_R_sp,big_red_R_LL,big_red_R_RR,big_red_R_pp,big_red_R_sp,med_blue_R_LL,med_blue_R_RR,med_blue_R_pp,med_blue_R_sp,med_green_R_LL,med_green_R_RR,med_green_R_pp,med_green_R_sp,med_red_R_LL,med_red_R_RR,med_red_R_pp,med_red_R_sp
14,3.4697986577181207e-07,0.005726067644759834,3.496252297844127e-05,0.0015650921173808534,0.0013001468574395797,0.0023962750627020525,9.42041691284541e-06,0.000637931800412106,0.0005845760272573442,0.0016428102982736974,6.437546631280969e-06,0.00045221373176912167,0.00039842836962723994,0.0007849505255269445,2.6560678952854462e-05,0.000310367265073634,0.00013080295843236007,0.0016789313927810612,4.300602704333649e-06,0.0004215121815449664,0.0004374216196811357,0.0016727787930709724,3.9443901797371636e-05,0.0004485662704724926,0.0004098222256639222
15,3.5033557046979864e-07,1.867093220495178e-05,8.181833688901536e-05,3.514200180395126e-05,4.083200336310091e-05,0.0002771517089469179,0.00013578536506258859,0.00015637114788990926,0.0001158602982118129,0.00039083093641381855,0.00014491294396000716,0.00022466960323030266,0.00012328258408342803,7.053762432013856e-05,3.4679151225356194e-07,2.165867486500171e-05,1.5252533074805998e-05,0.0005781610172068732,6.272549560101721e-05,0.00011024850427183256,0.00019891931864719555,0.0009389968220522737,0.00012933786777808622,0.00027017199832763615,0.0002458215478866575
16,3.536912751677852e-07,0.006039126783097851,0.00010069462724517374,0.0017147531638137931,0.0012915942860860482,0.001806303140300499,7.062503556183792e-05,0.0004751329737103123,0.0004449618095877583,0.001020891609893353,6.231727123148582e-05,0.0002595217401702152,0.0002711310971862285,0.001969444437013342,3.657773659340295e-05,0.0007015184100258684,0.0003675552744784569,1.8993261565930565e-06,0.0001399657457490421,5.364906458654886e-05,3.8818008689779914e-05,0.00018004757259702957,0.0001908195438438796,9.967308427086013e-05,8.792258048308601e-05
17,3.570469798657718e-07,0.002060992718934751,1.4265118405522691e-05,0.000515305129032056,0.0005746950087445044,0.0015448185095652718,5.2631540890490733e-05,0.0004723311498836179,0.0004137079538723384,0.0013446653203553502,6.24505918046799e-05,0.0004753243618081668,0.00032732023608653956,0.005173446717368745,0.00010115610008802582,0.0018541470036686652,0.0009576249538151847,0.00048008836904731814,0.00017107967720296832,0.00030923786171599605,0.00010362495360381859,5.0995645479740156e-05,0.00017527705872095862,8.490828531937787e-05,7.353628357388555e-05
18,3.6040268456375836e-07,0.003148158754223054,0.0001440584386177436,0.0009687948326016852,0.0006136627790583264,0.00045389046560018084,0.00015289269524830818,0.00015399579423095035,0.00013910149883031002,0.00013722606628005081,0.00014660850381834664,6.614280932649619e-05,7.78218078628051e-05,0.007264094211059757,0.0001408995374405894,0.0025962118618610788,0.0013463350701842026,0.0016703615415872078,0.00013390104565502863,0.0006823931953879333,0.00035262040822618945,0.0006773250530032832,9.899831200283546e-05,0.00024378525909563058,0.00022071083989414354
19,3.6375838926174494e-07,0.006839333041942361,1.251219302868943e-05,0.0018063225182129302,0.0016215891873960263,0.002862160787386509,1.0824895761211254e-07,0.0007649593671127799,0.0007106112867032743,0.001973902482233594,1.0295792833688174e-06,0.0005662429726091737,0.0004731658529468363,0.0066501679824204595,0.00012667921477423468,0.002366855724556021,0.0012361061264133273,0.00267788225811504,6.0521447840204725e-05,0.0008938224245058113,0.0005995753883313132,0.0015909268413180824,2.270834888552132e-05,0.00045793282215997875,0.00042079826481327456
20,3.6711409395973156e-07,1.840728648880991e-05,9.065063659722709e-05,5.0441050720082946e-05,1.8245428389402055e-05,0.0001838365674458516,0.00014486751925276193,0.00012712278799500298,9.560116197009837e-05,0.0002996181873337334,0.0001497643529647906,0.00019557228272059016,0.00010258152607099993,0.0037647460177887893,7.190031023419181e-05,0.0013386006055561754,0.0006994864507285444,0.0027676606486097825,6.662701687654715e-06,0.0007938504621728923,0.0006628383791205908,0.0021246739169258747,1.4480831497379308e-06,0.0005712509628545066,0.0005282874929528906
21,3.7046979865771814e-07,0.008219764686413885,0.00010094944562381664,0.002281881877985019,0.0017910975864681778,0.002069369410623884,7.392814367130986e-05,0.0005360697694802344,0.000513418681817097,0.0010942623123575935,6.278917973954734e-05,0.0002747420867508386,0.00029097682743844055,0.0007894817688781665,1.7576281523032424e-05,0.00028715422825922,0.00014297619251675065,0.001890999799034165,8.835343952856139e-06,0.0004606183723545156,0.0004988574748141056,0.0019101019033157154,4.619243438509832e-05,0.0005055211781456569,0.0004688630206275509
22,3.738255033557047e-07,0.004099248903770432,4.088485724792251e-06,0.0010316028795937216,0.0010692414163939435,0.002289694094130607,3.1340774569705455e-05,0.0006523561607142884,0.0005955116312140659,0.0017703808417884668,4.039096553108672e-05,0.0005783090327378702,0.0004246609708891918,0.00015371100370018887,5.485538190255066e-07,4.5480316624105655e-05,3.398300669563008e-05,0.0006863481482074328,6.146491006219323e-05,0.00013266262138871904,0.00022759642931370193,0.0011141859281913263,0.00012177790510342817,0.00030988271160761033,0.0002871228846663576
23,3.771812080536913e-07,0.002118532469071937,0.00013056874238000056,0.0006764855884158962,0.0003956660361929741,8.434155593443382e-05,0.00016377268322234948,7.399849042435448e-05,6.096078376377245e-05,7.044022219576854e-07,0.000158573856348749,6.375238223890812e-05,4.2393945550638085e-05,0.00280621032406445,2.9380382153335605e-05,0.000916184208060066,0.0005656469536507221,1.5312009862427913e-05,0.00012586105897316525,4.1544343002709684e-05,4.407724076619189e-05,0.0002936421384152546,0.000175968250242787,0.00012065280643319588,0.00010979447295587234
24,3.8053691275167786e-07,0.011320759363010878,5.233844884278153e-05,0.0030201469372359985,0.0025956845003089067,0.003215582302785616,2.3294933427198787e-05,0.0008295932339529793,0.0007936661303745745,0.0018834696968258566,1.5921428740259114e-05,0.0004963429922204398,0.0004655792752112959,0.007498248465405638,8.232103607016992e-05,0.0024574662165205902,0.0015032180676621475,0.0003795889359887624,0.00015938312227559593,0.0002609632632845122,8.456474153486834e-05,7.630367514257531e-06,0.00017509200239081233,6.746247462214502e-05,5.8295677235334276e-05
25,3.8389261744966443e-07,0.0019381053195749833,2.6192013204016784e-05,0.00047160195207657696,0.0005665111133648913,0.0015658227597550385,7.284168730674104e-05,0.0004806517034367935,0.0004323345534564204,0.0013244742455636202,8.326608879101207e-05,0.0004840170774330358,0.00032561096794938167,0.011583910027935311,0.00012465211599893807,0.003780682845979034,0.0023276952456547212,0.001608389558790181,0.0001426380956651199,0.0006667396972987046,0.0003391989769028257,0.0004604223415245441,0.00012263991477340757,0.00019044040267153067,0.00017149200037768088
26,3.87248322147651e-07,0.005581314610721745,0.0001343656038868233,0.0016089745943275438,0.0011467426781119638,0.0005221599281850889,0.00015043593169821175,0.00016494431822308535,0.00015757766069388916,0.00013654950829295766,0.00013940209756200728,6.424490239395579e-05,7.592620141720379e-05,0.01267088875709789,0.0001312764257329563,0.00411002900185258,0.0025571134871209575,0.0029946817546675467,8.838788113476917e-05,0.0010233420950077415,0.0006637350896611414,0.0013953108325722744,5.2595219007301423e-05,0.0004199769236042123,0.00038591862401104885
27,3.906040268456376e-07,0.013845393191116431,3.077445067172733e-05,0.003617545248371702,0.0032553894750259192,0.003835694281265037,7.888226549755343e-06,0.0009938261010581729,0.0009512917974315592,0.0022855515441702625,3.854462394292161e-06,0.0006198724059190084,0.000556707668826365,0.010028972817381847,0.00010021654481747043,0.0032342827328919305,0.0020321292286567864,0.0037469311657990882,3.0171194365742877e-05,0.0011296744259856758,0.0008726577771960146,0.00227697437080703,5.9515903372000394e-06,0.0006250275298414021,0.0005794279112099395
28,3.9395973154362415e-07,0.0012452127679123833,3.7568603681456634e-05,0.00029968279646407217,0.0003942283594304614,0.0013319596250728734,8.853538994835035e-05,0.00042259508770517326,0.00037993725903403153,0.0011593741151805362,9.890913058703442e-05,0.0004445622986766011,0.0002894230946854636,0.0050877347223523585,5.092489801569618e-05,0.0016385603372162721,0.001030739363900774,0.0034496327477204496,7.679715544459084e-07,0.0009308648472901921,0.0008488600247241793,0.0026175637990318106,6.7858957462021725e-06,0.00069236217430756,0.0006449411903284118
29,3.973154362416107e-07,0.008565631322482717,0.00013034034319790816,0.0023878760975270955,0.0018209758877373633,0.0007506144398764645,0.00014314205404639048,0.00021602476156512278,0.00021003178706758763,0.00022160341114805108,0.00013027784041699824,7.664946474414976e-05,9.576414874135975e-05,0.0008560837629885643,1.1039801973286649e-05,0.0002839952008235016,0.0001682961213882805,0.002278147783865753,1.4256826167425325e-05,0.0005403166705124755,0.0006070841441047087,0.0022433288806439538,5.118573326781178e-05,0.0005878758429398354,0.0005489267839013754
30,4.006711409395973e-07,0.018222210796963956,2.9965110226753952e-05,0.004713782157307319,0.004314903666805089,0.004315273129423236,7.924916091615077e-06,0.0011139480940182563,0.0010710165989011103,0.002484293476823453,3.5400490200785178e-06,0.0006708000144509919,0.0006059575215436979,0.0004375806263941634,7.279320146300123e-07,0.00012173560958061224,0.00010067971411589199,0.0008863899785835603,6.07175877714336e-05,0.0001732486743929282,0.00028279116633193066,0.001368778611154103,0.00011271046974674829,0.00037035692421504983,0.0003454091484848141
31,4.0402684563758387e-07,0.002069078359737243,3.049366353321855e-05,0.0004947115070500712,0.00061119718561163,0.001731536164135461,7.804664804693291e-05,0.0005233349137508768,0.0004791520680501404,0.0013986615602324902,8.986892474484546e-05,0.0005092996710743498,0.00034410974854320875,0.005281956205658874,2.31939843072322e-05,0.001561533673701248,0.001151873862573958,5.33395624169592e-05,0.0001141696072225297,3.338063938339594e-05,5.822015042256804e-05,0.0004654438379904032,0.00015864842866081743,0.0001567944770991417,0.00014377521364715965
32,4.0738255033557044e-07,0.009846106156467235,0.00012617905238175453,0.002713377807894955,0.0021098228025650165,0.0005056773485865614,0.00014830999098124276,0.000159168404823652,0.0001535917065485776,0.00010603157680273644,0.00013717619078337234,5.9283833301657035e-05,6.729329333642548e-05,0.01420568659167063,6.50944558480763e-05,0.0042055730653155115,0.003088679408510866,0.00027980702349393404,0.00014743863992690672,0.00021070282422635327,6.694134274966011e-05,1.176678264306928e-05,0.00016699062068462438,6.089262369387207e-05,5.115178114875479e-05
33,4.10738255033557e-07,0.026513141630702775,4.6728107828126904e-05,0.006833648310457224,0.006253732658011514,0.004613166065349522,2.148750034645353e-05,0.001178521639632309,0.0011410591291369967,0.0024492236742576405,1.2540475421514414e-05,0.000639953838370363,0.0006055157336074487,0.023847456710752356,0.00010494247377861948,0.007022314459868214,0.0052001710926250335,0.0015417933794232331,0.0001454521214634744,0.0006399733353345227,0.00032685249316534795,0.0002567385851481685,0.00013571810778297238,0.0001369094301570662,0.00011973249084918221
34,4.140939597315436e-07,0.006789657672997445,1.1357467064655774e-05,0.0016519914075776912,0.001796782952507472,0.0029975494740244256,4.5763869955887536e-05,0.0008388054451349842,0.0007870575050290047,0.002101123284849258,5.895501393507378e-05,0.0006865046862277553,0.0005067692962503241,0.030205997659319986,0.00012412473618149256,0.008828979502601178,0.006618048943156045,0.0033159341891152035,0.00011090740403535276,0.0011370307420591967,0.0007339250195077041,0.001111046710187659,8.135577322929587e-05,0.0003560325553703245,0.00032409739180610907
35,4.1744966442953016e-07,0.007444734386312324,0.00011116651782348995,0.0020711921597686444,0.0015652521040302376,3.784000398428064e-05,0.00015097115647632,5.952274000924466e-05,4.986922288000889e-05,8.503769418050036e-06,0.00014702528342682436,7.401070597715397e-05,3.8184987840192654e-05,0.03033244409144955,0.00011500649139716672,0.008794932540047469,0.006681437141173589,0.004841313895600738,6.100632393080001e-05,0.001488545942631138,0.0011146388748025182,0.0022061001969487177,2.9310401002024133e-05,0.0006239349484325022,0.0005766129916933971
36,4.2080536912751674e-07,0.03909104871906912,8.089310726859991e-05,0.010066712136470566,0.009148917821874873,0.004066484411982167,5.9651209890969136e-05,0.0010280115402050891,0.0010029992017675062,0.0018732856825549654,4.427443340385317e-05,0.00046409793219895915,0.0004811596266822052,0.023583193276352592,8.301165692240082e-05,0.006788376188965516,0.0052195856953738875,0.0054687308377242725,1.8225795509259437e-05,0.001547205730754018,0.001306342995550473,0.0030748721573960716,1.6915225649854004e-06,0.0008266817761292513,0.0007698104808774209
37,4.241610738255033e-07,0.023741914236117153,1.4617156265437474e-07,0.005887962432625246,0.0059113353876614465,0.00514110124273142,8.072560341862952e-06,0.001359589351381701,0.001301391429449971,0.0030759754926468234,1.6846477650377453e-05,0.000901041755232677,0.0007401296897310271,0.012361595797157445,4.280471307989158e-05,0.0035478540614156066,0.0027389267909509016,0.004935137466223118,1.1636411342966094e-07,0.0012906715365955251,0.0012274071839510946,0.0033587559465230177,8.295362150635355e-06,0.0008808075401102598,0.000823771090784893
38,4.275167785234899e-07,0.0011277929674680745,6.975250580674885e-05,0.00037219164312882755,0.0001958017722660071,0.000551472221578172,0.00012147809583685239,0.00021697183656554966,0.00019106315594462765,0.0006013047071745701,0.00012996360442286885,0.00028692684295100285,0.0001648280894132965,0.002271516500871272,1.1166777465170042e-05,0.0006690456841681112,0.0004914655457778427,0.0034639266115126205,1.257636094911979e-05,0.000826499096346593,0.0009102126830593533,0.00295045354687756,4.399721435834203e-05,0.0007661782018061724,0.0007180186267503115
39,4.3087248322147646e-07,0.05044294073740439,0.00011409311806560956,0.012987173229641732,0.011714970624004816,0.0019953617017926147,0.00011762623597519265,0.0005115314716993684,0.0005014312023564748,0.0006646843046185394,0.00010244509618908186,0.0001634317927026624,0.00020177237938273957,0.0011635450466650063,1.6639497147304354e-08,0.00028878073673035504,0.0002887063368307598,0.0016717430913169098,4.877779357100803e-05,0.0003478446655225228,0.00048781191100865317,0.002025166838948987,9.253856221495417e-05,0.0005312297836246435,0.0004972022828534091
40,4.342281879194631e-07,0.06939433439745858,2.744339714642349e-05,0.017358542325196815,0.016817429812660305,0.0066979488914934516,8.073729559044692e-06,0.0017111989889828196,0.0016607527296326745,0.00336664849248637,2.876190455851071e-06,0.0008944667701830764,0.0008251839998599947,0.016504894978666966,1.231536123380226e-05,0.004346551981605369,0.0039062174017468728,0.00032731410300401796,9.324669141154589e-05,5.907734907990728e-05,0.00014165126439769231,0.0009612048630025443,0.0001341400199482615,0.0002717501383813234,0.00025130850954298696
41,4.3758389261744966e-07,0.008596038179953342,1.4253170637372264e-05,0.0020431754408742355,0.0022888696578210813,0.003767676516807102,4.891243941428725e-05,0.0010368786593657941,0.0009845290153710508,0.002436807710214248,6.43841568350139e-05,0.0007824745937730445,0.0005889279954962584,0.05175206284311919,4.195589431579898e-05,0.013634246298118515,0.012221930030786218,5.412862196159085e-05,0.00012868347912482403,9.83123200112099e-05,3.083527350272047e-05,0.0001890102635477736,0.00015337652374701913,9.303798344978994e-05,7.99709745651672e-05
42,4.4093959731543623e-07,0.04620654143575823,0.00010063837016883286,0.011888761657156098,0.01066731387315977,1.190384349569251e-05,0.0001406867374336136,5.385917275960691e-05,4.206268986876069e-05,3.658646702827531e-05,0.00014085710580471493,8.872845505092727e-05,4.1083971229894475e-05,0.10418487245870782,7.702346703142949e-05,0.027283693938905406,0.02467294014732721,0.001090403818800554,0.00014252339935728157,0.00048538569278504663,0.00023042484457668955,2.8583880651084422e-05,0.0001443347880488838,7.018707518742303e-05,5.50184429207521e-05
43,4.442953020134228e-07,0.16877915980853486,9.024674517288157e-05,0.042260884226160575,0.04052601402511785,0.004664212378385669,7.695297429007683e-05,0.001170518864882134,0.0011456705367070923,0.0017962030719212315,6.0642727071221446e-05,0.0004330216838489223,0.00047131301216466224,0.16619481413479492,0.00010468970352573097,0.043174346035578785,0.039527542105698615,0.0031993924304818118,0.00013089700196081732,0.0011149863267641363,0.0007028410723300292,0.0005756705528061137,0.00011163688135007892,0.00022130855939758194,0.00019502502623948862
44,4.476510067114094e-07,0.11669094912181836,8.161415818862111e-06,0.02866541863672912,0.02873936903043561,0.008173799582513843,1.3478852563970428e-08,0.002101226675916391,0.002040074841774225,0.004084955467545604,2.2151867190142596e-06,0.0011201849484122942,0.0009933172437564418,0.22892318783941898,0.00011575080872592852,0.05892439177071641,0.05473147255889886,0.0057586935409270484,9.901817745039713e-05,0.0017958747533268048,0.0013120000875198553,0.0016753529950770999,6.765059881285715e-05,0.0005029172418182906,0.0004603415928325966
45,4.5100671140939595e-07,0.02851334300674748,3.0024492275351067e-05,0.00722920852154499,0.00669009752692213,0.003039161949715315,7.153854869954082e-05,0.0008564772582612724,0.0008119316611392613,0.002031677319142245,8.801828082836673e-05,0.0006852269663811246,0.0004955600328452983,0.28534523652587473,0.00010731834874281859,0.07269749527156137,0.06863769794418315,0.007981042620465723,5.8443842776135266e-05,0.0023178699998736164,0.0018715881712053112,0.0029854907886358644,2.7461630535196006e-05,0.0008273980083238145,0.0007687914910390848
46,4.543624161073825e-07,0.5491205205077382,0.00010617320785529586,0.13586257802284188,0.13349232120086832,0.00028484119035137906,0.00013664664121679706,0.00010765819573897339,9.700735269993199e-05,5.80460335459553e-06,0.00013422158770137337,5.432336166496624e-05,3.7119210759679824e-05,0.3313107641825223,8.306790699687998e-05,0.08345889817455948,0.08025406555667959,0.009175125298256925,2.2614691117207304e-05,0.002519999233436401,0.00220717153684034,0.004098649948301204,3.639030931414059e-06,0.0010940603695852144,0.0010246094292203868
47,4.5771812080536915e-07,0.8302555262465038,7.950204436103682e-05,0.20395694964121894,0.20352627314027552,0.0066738961633761905,6.297303412752183e-05,0.0016700087297722272,0.0016360314493047143,0.0024610840158975455,4.761951549602875e-05,0.0005986206245609241,0.0006324127904707566,0.36506059114717077,5.135525071712925e-05,0.09083538501363864,0.08912721967075111,0.008959710857366524,2.3866534128847424e-06,0.0023383961114982737,0.0022110983690274665,0.004675125578112845,2.5180722609041063e-06,0.0012217623364570254,0.001149591627065795
48,4.610738255033557e-07,0.9103754385197472,6.10535572220627e-06,0.22028946538594993,0.2264665598774854,0.010141125062071477,1.0949960855526934e-07,0.002595464406986967,0.002531916483420468,0.00471661952166135,3.4963256930809274e-06,0.0012886821284654104,0.0011485753081264187,0.38628096776978027,2.212862762327167e-05,0.09485914720970778,0.09511809116569214,0.00737838611566458,2.9560383607612056e-06,0.0018240241409694126,0.001875788897037891,0.00454448059240848,2.2927356496952458e-05,0.0011728764491634512,0.0011065270211383928
49,4.644295302013423e-07,0.9337371374422341,2.7082656086687612e-05,0.22285597636343232,0.23519725355922802,0.003882447020758497,6.744252498055902e-05,0.0010691325528113726,0.001024885775194759,0.002393604115494455,8.492204589245441e-05,0.0007824230193971163,0.0005827439628401283,0.3953223604672128,3.7694719964595642e-06,0.09575475744081531,0.09822148297739151,0.004896953176450892,2.2900710945215263e-05,0.0011298541900016934,0.0012988970433406271,0.0037503660309721287,5.736235878938552e-05,0.0009629556287778573,0.0009090235445783961
50,4.6778523489932887e-07,0.9341130427885411,9.685367973358736e-05,0.22253602630940716,0.23541424392911975,0.0001942188065513219,0.0001316702513677007,8.786024469963065e-05,7.434098191573009e-05,1.460556535251522e-06,0.00013269835939849528,6.293848617340553e-05,3.326829266751182e-05,0.3927438078931113,8.125916924222964e-07,0.09380845499768428,0.09846861504726709,0.0022893263765074974,5.529534977962929e-05,0.00047229271101047497,0.0006600285252552281,0.0025327166391487348,9.486972894820908e-05,0.0006551134667054578,0.0006164668777167092
51,4.7114093959731545e-07,0.9132325188624406,8.36197314933574e-05,0.218730299600765,0.22850617346273716,0.0074774833854865585,7.370252044795289e-05,0.001862328673763834,0.001827899796996572,0.002353308403472687,5.9027535014745664e-05,0.0005628998681736502,0.0006119118096212004,0.37913845356021286,1.3070088192158127e-05,0.08930835483873378,0.09589996860488813,0.00043642665788060856,9.02580173410788e-05,7.506324332109893e-05,0.00017404692001059957,0.0012571104239943647,0.00012453724336170473,0.00034172722294552045,0.0003166532335323567
